label,text,id
science,"""kafkaesque"" is not a word normally used to describe immune responses, but it's how dr. louis j. picker described what his experimental vaccine did to his rhesus monkeys: ""it's like their t-cells were turned into the east german secret police, hunting down infected cells until there were none left.""recent work by dr. picker, a vaccine expert at oregon health & science university, has shaken up the long, frustrating search for an aids vaccine. his latest study, published in nature last week, has scientists scratching their heads, wondering if it might open up a new avenue for research.dr. picker tested his vaccine in 16 monkeys who were then infected with simian immunodeficiency virus, a close relative of h.i.v., which normally would have sent them spiraling rapidly down to a miserable death. the experimental vaccine protected only nine of them, but it also did something never seen before: these monkeys slowly ""cleared"" the virus and now appear to be cured. ""three years later, you can't tell them from other monkeys,"" dr. picker said.dr. anthony s. fauci, the head of the national institute for allergy and infectious diseases, said the effect was ""unique.""and dr. barton f. haynes, the director of the human vaccine institute at duke university's medical school, said it was ""potentially extremely important to understand how this happened.""scientists often test ideas for potential aids vaccines by creating similar ones against s.i.v. never before has one eliminated an existing infection. in that sense, the effect of dr. picker's vaccine was less like that of a measles or flu shot and more like that of the aids cures used in two famous cases, known as the berlin patient and the mississippi baby.the berlin patient, timothy ray brown, was infected with h.i.v. and cured only by obliterating his immune system to defeat his leukemia, and then injecting bone marrow from a donor with a rare h.i.v.-blocking mutation. the unidentified baby was born to an infected mother in mississippi and apparently infected with h.i.v., but then cured with early and large doses of antiretroviral drugs.both now appear to have no h.i.v. lurking deep in their bodies, but it is impossible to be sure because not every bit of their tissue can be tested.because he works with monkeys, dr. picker was able to do something that would be unthinkable with human patients — necropsy them, grind up every organ and take 240 samples from each to be sure that they harbored no hidden virus.making vaccines by simply weakening the virus that causes aids has failed because the virus mutates a hundred times faster than even the fast-mutating flu virus. in dr. picker's vaccine, s.i.v. genes are fused to those of another virus, the cytomegalovirus. (the name means ""big cell,"" and it is in the herpes family but different from its relatives that cause lip and genital sores, chickenpox and shingles.)h.i.v. fusion has been tried with adenoviruses and others, but cytomegalovirus seems to work better. it's not entirely clear why, but one theory is that cytomegalovirus has a very long history of infecting primates — so much so that 100 percent of monkeys and about 80 percent of humans get it in their lifetimes.therefore, we primates have adapted to it. although the virus can be lethal to fetuses and to those with immune systems suppressed by aids or transplant drugs, in most victims it causes no symptoms.the body responds to cytomegalovirus more slowly and calmly than it does, for example, to a flu.as in any infection, the thymus gland generates new white blood cells called t cells — in this case, cd8 hunter-killer cells — primed to target the specific virus. but in the case of dr. picker's vaccine, those cells stay in an unusual ""half-alert"" state . a full-blown immune response eventually exhausts itself, and can even be dangerous. for example, the rare humans who catch h5n1 bird flu often die of the immune response itself; they drown in the flood of cd8s and other would-be saviors pouring into the lung tissue, spoiling for a fight.that ""half-alert"" state is the ""kafkaesque"" element: unactivated cd8s wander around aimlessly, while fully activated ones behave like storm troopers. but the half-activated cd8s persist in tissues, eliminating their targets quietly without triggering inflammation or even a mild fever.when s.i.v. genes are fused to the cytomegalovirus spine, the cd8s kill s.i.v.-infected cells too.since it protected only some monkeys, the new technique might be best used in combination approaches. for example, dr. fauci said, it could be given with a vaccine that generates antibodies against h.i.v. ""and maybe eliminate the cells that sneak past the antibody shield.""alternatively, the vaccine might be given to infected patients who are on antiretroviral drugs to see if it can ""mop up"" lingering reservoirs of virus.it should take up to three years to get a human version ready for trials, dr. picker estimated .""now the outstanding question is, 'why only half?' "" said dr. mike mccune, an aids researcher at the university of california, san francisco, referring to the monkeys who were protected in dr. picker's trial.too often, aids advances that work in lots of monkeys don't work in many humans.""not all monkeys are the same,"" dr. mccune said. ""they're not as inbred as mice, but they're sometimes from the same families, they get the same diets... who knows what will happen if this goes into humans?""",213
politics,"washington — as a possible government shutdown looms, environmental activists who oppose construction of the keystone xl pipeline say they are increasingly alarmed that the project might become a bargaining chip in last-minute negotiations between republicans and president obama to avert a fiscal crisis .if built, the,700-mile pipeline would carry millions of gallons of crude oil from alberta in canada to american refineries on the gulf coast . because it crosses an international border, the pipeline requires approval by mr. obama's administration after a review by the state department . mr. obama has repeatedly said he would not make a decision until that process was complete.but republicans who support the pipeline have already signaled that they intend to demand approval of a permit for its construction in exchange for their willingness to support mr. obama and raise the nation's debt ceiling next month.""we feel like this is our only option,"" said representative lee terry, a nebraska republican who is one of the leading pipeline supporters . mr. terry said members of his party were working to draft legislative language that would ""deem"" the pipeline to be approved if an agreement is reached to raise the debt ceiling .the pipeline could become an issue even earlier as lawmakers wrangle to avoid a shutdown by next tuesday.""even though this threat is patently absurd, we are of course taking it seriously,"" said tiernan sittenfeld, a senior vice president at the league of conservation voters, which opposes the pipeline . she said republicans ""feel like now is their opportunity on a must-pass bill. it's a really cynical, disturbing view of how government should function."" environmentalists say they are cautiously optimistic that mr. obama will not yield to pressure from the pipeline's supporters in congress, including some in the president's own party . but mr. obama has left his views on the pipeline murky, refusing to say whether he plans to approve it or not. and with the stakes of a shutdown or a debt default so high, opponents of the pipeline remain on edge.""our entire campaign has been premised that the president will make good on his promises and rhetoric on climate change,"" said dan kessler, a spokesman for.org, a group waging a campaign against construction of the pipeline . ""we don't expect him to cede any of that control to crazy republicans .""but mr. kessler added, ""this is going to be another test of his leadership and commitment.""mr. obama has said flatly that he will not negotiate with republicans about what he sees as the imperative to raise the debt ceiling and avoid a potentially catastrophic default on america's obligations. but white house officials say they are willing to have discussions about the budget to avoid a government shutdown — although they say the pipeline should not be part of those talks .mr. obama has repeatedly resisted efforts by republicans to force him to speed up the approval process for the pipeline . during the 2012 election campaign, mr. obama faced blasts of criticism from pipeline supporters, including mitt romney, his republican opponent, who said he should make a decision quickly and insisted that the pipeline project would help create american jobs .earlier this year, environmentalists expected that mr. obama would approve the pipeline . but in a speech at georgetown university in june, mr. obama made it clear that he would approve the pipeline only if the reviews concluded that it did not ""significantly exacerbate"" the amount of carbon in the environment. ""the net effects of the pipeline's impact on our climate will be absolutely critical to determining whether this project is allowed to go forward,"" he said then. ""it's relevant.""on tuesday, white house officials said republicans were playing politics with the environment. ""the president has demonstrated his fidelity to the state department finishing its review, as part of the transparent and rigorous process that will determine whether the pipeline is in the best interests of the united states,"" said josh earnest, a white house spokesman. ""that's how this merit-based determination will be made.""",1984
sports,"corey crawford made 28 saves and andrew shaw scored the only goal as the chicago blackhawks stretched their n.h.l.-record, season-opening point streak to 18 games with a 1-0 victory over the visiting columbus blue jackets on sunday night .crawford, who had been out with an upper-body injury since feb. 12, posted his second shutout this season, and shaw provided all the offense in the second period for the blackhawks, who have not lost in regulation this season and have earned 33 of 36 possible points.the blackhawks also are 9-0-3 in games decided by one goal.""we're playing the score,"" chicago coach joel quenneville said. ""we're playing to win. being on the right side of pucks in a game like today was a good test for us."" hurricanes, islanders 2 defenseman bobby sanguinetti's first n.h.l. goal broke a tie in the third period, and carolina scored four straight goals to end a three-game losing streak .sanguinetti, the rangers' first-round pick in, snapped off a shot over the glove hand of goalie kevin poulin, who was making his first start after being recalled from bridgeport in the american hockey league . poulin, 22, replaced rick dipietro, who was demoted after an 0-3 start.sanguinetti, 24, who has battled injuries throughout his career, spent most of last season with charlotte of the a.h.l. john tavares, who scored his league -leading 13th goal, and matt moulson had given the islanders a 2-0 lead in the first period, but the staal brothers, eric and jordan, scored 45 seconds apart late in the second period to tie the score .the islanders are a league -worst 2-7 at home.""i don't know why we play differently at home,"" islanders coach jack capuano said. ""i can't understand why we were so flat in the third period."" bruins, panthers 1 zdeno chara and milan lucic scored in the first period, and tuukka rask stopped 34 shots as boston won its third straight, at florida .the bruins, who are experiencing their best start since the 1976-77 season, have killed 21 straight penalties over six games, including a four-minute power play at the end of the second period and the beginning of the third. red wings, canucks 3 damien brunner had two goals and two assists, and joakim andersson scored twice as detroit walloped vancouver at home.roberto luongo, who made 20 saves, lost in regulation for the first time this season. penguins, lightning 3 sidney crosby had two goals and an assist as host pittsburgh took sole possession of first place in the atlantic division with a victory against tampa bay despite being without the injured evgeni malkin, who was out with concussionlike symptoms. ducks, avalanche 3 ryan getzlaf scored the tying goal in the third period and set up corey perry's second of the game 4 minutes 14 seconds into the overtime session as host anaheim posted its sixth straight victory and 10th in 11 games.teemu selanne scored his 668th goal, tying luc robitaille for 11th place on the n.h.l. career list. it was also his 250th power-play goal, breaking a tie with phil esposito for third place.flames, coyotes 4 jarome iginla scored twice, and host calgary beat phoenix with two goals in the final two minutes.after iginla's second goal tied the score with:23 remaining, curtis glencross notched the winning goal 23 seconds later.",1790
business,"detroit – chrysler group said monday that its net income fell 65 percent in the first quarter, to $166 million, as the automaker spent heavily to prepare for new product introductions.chrysler, the smallest of detroit's three auto companies, said revenue dropped 6 percent in the quarter, to.4 billion despite an 8 percent increase in new vehicle sales. the weaker results indicated that chrysler is still solidifying its comeback from a government bailout and bankruptcy in.but the company's chief executive, sergio marchionne, reaffirmed earlier forecasts that chrysler would earn.2 billion for the full year on revenue of $72 billion or higher.""we remain on track to achieve our business targets, even as the first-quarter results were affected by an aggressive product-launch schedule,"" said mr. marchionne, who is also chief executive of chrysler's parent company, the italian automaker fiat.fiat, which owns.5 percent of chrysler, later monday morning also reported a decline in profit as weak sales in europe persisted. the parent company said its net profit in the first quarter fell to 31 million euros, an 88 percent decline from the 262 million euros it earned in the same period in. the company's revenue dropped 2 percent to.8 billion euros . without its profit contributions from chrysler, fiat said it would have lost $41 million euros in the quarter.the first-quarter results mark chrysler's seventh consecutive profitable quarter. the company reported that it sold,000 vehicles worldwide during the three-month period, an 8 percent increase from the same period a year ago. most of the additional sales came in the united states, where chrysler said its market share improved slightly to.4 percent, up from.2 percent in the same period in.chrysler's turnaround since the recession has been built on reviving core products, like jeep sport utility vehicles and ram pickups, as well as bringing out new models like the dodge dart compact car . competition is increasing among all automakers in the american market, which is growing while demand is sliding in europe and other important international markets .chrysler said its lower profits in the quarter reflect costs associated with the introductions of new versions of its jeep grand cherokee s.u.v. and heavy-duty ram pickup, and second-quarter production of the new jeep cherokee.the company said its cash reserves improved to.9 billion during the quarter, up from.3 billion a year ago. its overall debt was.5 billion, about the same as it reported in the first quarter of.",1548
business,"the chief executive of hyundai's american unit, who for five years navigated the company through the recession to huge growth, will step down next week, the company said in an abrupt announcement.the chief, john krafcik, has completed his contract and will be succeeded by the vice president of sales, david zuchowski.""it's been a sincere privilege and honor to lead hyundai motor america over the past five years, and i am confident that with dave's succession, our brand will continue to expand and thrive for years to come,"" mr. krafcik, 52, said in a statement.mr. krafcik, who has been with the company since, did not indicate why he was leaving. a spokesman for hyundai would not say whether mr. krafcik was leaving voluntarily.still, mr. krafcik is one of the longest-lasting executives with a korean car company, said michelle krebs, senior analyst with edmunds.com.""the korean automakers have gotten a reputation of having a revolving door of executives and john krafcik defied that trend,"" she said. ""he will land somewhere. he's very well respected in the industry.""despite phenomenal growth since, the last year has been difficult for hyundai, ms. krebs said.""their product line has gotten a little old,"" she said. ""they haven't refreshed it, and there were some missteps with luxury cars .""im tak uk, executive vice president and chief operating officer of hyundai motor company, said in a statement that mr. krafcik's ""forward-looking perspective, commitment to quality and design, and pursuit of innovative new product offerings have elevated the hyundai brand and introduced our vehicles to a new generation of satisfied and loyal customers .""since taking the reins of hyundai motor america in, mr. krafcik has been credited with leading hyundai to large increases in market share and sales volume . this year, the company is projected to sell more than,000 vehicles in the united states, a 75 percent jump from,000 in, according to kelley blue book . in the same period, sales from all car manufacturers have increased about 19 percent.""that's how significant the change has been under john krafcik,"" said eric ibara, director of residual values for kelley.under mr. krafcik, hyundai also introduced in 2010 a popular redesigned sonata sedan, followed by a new elantra, which helped increase sales. in, mr. krafcik said that hyundai's sales were so strong that it was having trouble supplying cars to its dealers .the company struck a nerve during the recession with a plan that allowed buyers who financed their vehicles to return them if they lost their jobs . other auto companies adopted variations on the promotion.in the last year, however, hyundai has lost some steam. hyundai and its sister company kia motors were hurt when they were forced to acknowledge in late 2012 that they had overstated the fuel economy of almost one-third of the vehicles they sold in the previous two years. the admission came after an investigation by the environmental protection agency into consumer complaints that the cars were underperforming.the company, as part of an estimated $210 million settlement, said on monday that it would allow about,000 current and former owners and lessees of cars from the, 2012 and 2013 model years to choose among four ways to receive compensation for increased fuel costs associated with the incorrect fuel economy ratings, including a single lump payment. hyundai estimated that the proposed lump sum amount would result in an average payout of.this month the company also found itself in the embarrassing situation of having to reverse a policy that required some warranty disputes to be settled through binding arbitration. hyundai changed the policy soon after an article about the requirement appeared in the new york times .in addition, the national highway traffic safety administration said that it was investigating whether a recall of about,000 hyundai elantras in march should have included more vehicles. the cars were recalled because a side curtain air bag, if deployed in a crash, could propel a metal support bracket from the headliner into the rider — potentially causing a head injury .over the years, mr. krafcik's employees and analysts came to know him as charming and accessible. in, ms. krebs recalled, hyundai had its annual party in detroit for the media, car dealers and all its constituencies at a bar called the magic stick.a local band called the exhaust tones was playing rockabilly songs by the stray cats when mr. krafcik hopped onstage to sing ""stray cat strut.""""he just did things other c.e.o.'s didn't do,"" ms. krebs said.",1874
business,"hong kong — deflation remains firmly entrenched in japan, figures showed on friday, despite optimistic forecasts from the country's central bank, highlighting that there are no quick fixes for one of the world's largest economies . prime minister shinzo abe, who took office last december, has made the fight against deflation — the damaging decline in prices, profits and wages that has dogged japan for most of the last 15 years — a central tenet of his economic policy . at his urging, the central bank committed to a target of 2 percent annual inflation, considered by many economists a healthy level.on friday, the central bank, the bank of japan, under the leadership of its new governor, haruhiko kuroda, put a date on that target: 2015 or early.""various indicators are showing signs that inflation expectations are heightening as a trend,"" mr. kuroda said in a news conference on friday, reuters reported . "" business and household sentiment is improving."""" japan's economy has stopped weakening and has shown some signs of picking up,"" the bank of japan said in its economic report. ""looking ahead, it is expected to return to a moderate recovery path around mid."" the bank cited a likely improvement in domestic demand as the increased money supply and other economic measures announced took effect.the central bank also raised its growth forecasts for this year and the next. the bank said the economy would gradually accelerate to.6 percent growth in the fiscal year that ends in march.the optimistic projections were made as worse-than-expected economic data for march was released by the statistics bureau. core consumer prices, which exclude food, fell.5 percent compared with march, the fifth consecutive month of year-on-year declines.the news added to the doubts of some economists that japan's grinding deflationary era would end soon. the figure ""offered another reminder that deflationary pressures remain strong,"" izumi devalier, japan economist at hsbc, wrote in a research note . although a gradual escape from deflation is expected, thanks in part to higher energy prices, she said the inflation rate was unlikely to match what she called the bank of japan's ""optimistic projections .""the hurdle for reaching the inflation target is ""getting higher,"" miwako nakamura, an economist at j. p. morgan, wrote in a research note .shortly after mr. kuroda took the top job at the central bank this month, it announced unexpectedly bold steps aimed at reinvigorating economic and price growth . the bank committed to inflating the economy by aggressively doubling its holdings of government bonds in two years. mr. kuroda described the program as "" monetary easing in an entirely new dimension."" it was widely heralded as a marked change from incremental steps pursued by his predecessors.the financial markets have welcomed mr. abe's and mr. kuroda's joint efforts. the nikkei 225-stock index has risen 30 percent since the start of the year, while the yen has fallen 14 percent against the dollar — much to the relief of japanese exporters, for whom a weaker yen is welcome as it makes their goods relatively cheaper abroad.several japanese corporate giants, including honda, toyota and canon, have cited the weaker yen as a reason for improved earnings and outlooks in recent days .honda said its net profit for the financial year that ended in march was up.6 percent at.15 billion yen, or.75 billion, according to reuters. mazda recorded a yearly net profit of.3 billion yen, after a.7 billion yen loss in the previous year. growth strategies aimed at stimulating private investment are the most important of the policy arrows in mr. abe's quiver, kunihiko sugio, chief investment officer at invesco japan, said in a recent research note.this ""arrow,"" he added, ""is still in abe's hand waiting to be fired.""",1522
arts,"when it comes to musicals, selma, the heroine of ""dancer in the dark, prefers hollywood to vladivostok — or so we're told when she's on trial for murder. this may not be true of lars von trier, whose movie seems to reference, in its song-and-dance sequences, soviet films as much as american ones.""dancer in the dark"" opens with selma, played by björk, who wrote most of the movie's musical numbers, singing ""my favorite things"" from ""the sound of music ."" mr. von trier's movie, like ""pennies from heaven,"" is interested in the disjunction between the optimism of american musicals and the sad lives of those who watch them.and what life could be sadder than selma's? the plot goes from bleak to sadistic, pulling out every melodramatic stop. but for all its darkness — selma is going blind — the film, which also stars an oddly cast and oddly affecting catherine deneuve, feels gutsy and alive. monday at ifc center, 323 avenue of the americas, at west third street, greenwich village ; ifccenter.com, 212-924-7771.",1166
science,"hong kong — delegates at a major international meeting on wildlife trade voted on monday to add several shark species to a list of plants and animals whose international trade is regulated. the vote was welcomed by conservationists, though it is still subject to final approval by the conference later this week.the decisions on the five shark species — the oceanic whitetip, the porbeagle and three types of hammerhead sharks — were high on the agenda of the convention on international trade in endangered species, or cites, in bangkok this month. scientists and conservationists have been saying for years that shark populations around the world have come under severe pressure from overfishing, largely because of soaring demand in china and several other asian nations .soup made from shark fins is highly prized in chinese culture . the dried fins sell for more than $50 a pound.there are more than 300 known species of sharks in all, including the five designated for protection on monday. sharks are particularly vulnerable to overfishing because they grow slowly, mature late and produce few young.""it's a bittersweet day for sharks,"" said glenn sant, the marine program leader with traffic, an organization that monitors the trade in endangered wildlife, in a statement. ""while their adoption on cites is warmly welcomed, it's a sad indictment that their populations have fallen to such a low level that such measures have become a necessity.""the list of regulated species could still change before the plenary session of the cites meeting this week, when it is due for a final approval vote. ""between now and plenary,"" said ali hood of the shark trust, a conservation and advocacy group, ""we will be urging governments to remain vigilant and ensure final adoption of these vital international trade controls.""",52
business,"greer, s.c. — for joerg klisch, hiring the first 60 workers to build heavy engines at his company's new factory in south carolina was easy. finding the next 60 was not so simple.""it seemed like we had sucked up everybody who knew about diesel engines,"" said mr. klisch, vice president for north american operations of tognum america. ""it wasn't working as we had planned.""so mr. klisch did what he would have done back home in germany: he set out to train them himself. working with five local high schools and a career center in aiken county, s.c. — and a curriculum nearly identical to the one at the company's headquarters in friedrichshafen — tognum now has nine juniors and seniors enrolled in its apprenticeship program.inspired by a partnership between schools and industry that is seen as a key to germany's advanced industrial capability and relatively low unemployment rate, projects like the one at tognum are practically unheard-of in the united states .but experts in government and academia, along with those inside companies like bmw, which has its only american factory in south carolina, say apprenticeships are a desperately needed option for younger workers who want decent- paying jobs, or increasingly, any job at all. and without more programs like the one at tognum, they maintain, the nascent recovery in american manufacturing will run out of steam for lack of qualified workers."" south carolina offers a fantastic model for what we can do nationally,"" said ben olinsky, co-author of a forthcoming report by the center for american progress, a liberal washington research organization, recommending a vast expansion in apprenticeships.despite south carolina's progress and the public support for apprenticeships from president obama, who cited the german model in his last state of the union address, these positions are becoming harder to find in other states . since, the number of apprentices has fallen by nearly 40 percent, according to the center for american progress study.""as a nation, over the course of the last couple of decades, we have regrettably and mistakenly devalued apprenticeships and training,"" said thomas e. perez, the secretary of labor. ""we need to change that, and you will hear the president talk a lot about it in the weeks and months ahead.""in november, the white house announced a new $100 million grant program aimed at advancing technical training in high schools . but veteran apprenticeship advocates say the obama administration has been slow to act.""the results have not matched the rhetoric in terms of direct funding for apprenticeships so far,"" said robert lerman, a professor of economics at american university in washington . ""i'm hoping for a new push.""in germany, apprentices divide their time between classroom training in a public vocational school and practical training at a company or small firm . some 330 types of apprenticeships are accredited by the government in berlin, including such jobs as hairdresser, roofer and automobile electronics specialist. about 60 percent of german high school students go through some kind of apprenticeship program, which leads to a formal certificate in the chosen skill and often a permanent job at the company where the young person trained.if there is a downside to the german system, it is that it can be inflexible, because a person trained in a specific skill may find it difficult to switch vocations if demand shifts.in south carolina, apprenticeships are mainly funded by employers, but the state introduced a four-year, annual tax credit of,000 per position in 2007 that proved to be a boon for small- to medium-size companies . the center for american progress report recommends a similar credit nationwide that would rise to,000 for apprentices under age.the emphasis on job training has also been a major calling card overseas for south carolina officials, who lured bmw here two decades ago and more recently persuaded france's michelin and germany's continental tire to expand in the state .""the european influence is huge,"" said brad neese, director of apprenticeship carolina, which links the state's technical college system with private companies to help create specialized programs. ""they are our strongest partners.""",429
sports,"st . petersburg, fla. — kelly johnson hit a pair of three-run homers monday and the tampa bay rays handed the miami marlins their sixth straight loss, 10-6.johnson also doubled, singled and stole a base. he matched his career highs for rbis and hits during his eighth multihomer game, and first since may, 2011, against the marlins while with arizona .johnson, who 24 rbis in 21 games this month, homered off rookie jose fernandez (2-3) in a six-run second inning. he then broke open the game by hitting his 10th home run of the season in the eighth against a.j. ramos.the win made the rays even with the marlins at 43-43 in the all-time interleague series.jake odorizzi, making his second start for the rays, gave up eight hits and six runs and couldn't get through the fifth inning to qualify for the win.jake mcgee (2-2) got the victory after pitching two scoreless innings of relief.the 20-year-old fernandez, pitching across the bay from where he pitched in high school in tampa two years ago, pitched 3 1-3 innings, giving up five hits, three walks and four earned runs while striking out six.after fanning three rays in the first inning, fernandez walked the first two batters in the second, then hit desmond jennings with a pitch. jose molina drove in the first run with a sacrifice fly . yunel escobar drove in another run with the rays' first hit, and after ben zobrist reached on an error, johnson made it 6-0 with his home run .the marlins, who came into the game with a.221 team batting average, collected 10 hits in the first five innings, including justin ruggiano's eighth home run .greg dobbs had two hits and drove in two runs for the marlins, who had cut tampa bay's early six-run margin to one before johnson hit his second homer.notes: tampa bay lhp david price (left triceps strain) resumed playing catch, making 35 throws before the game. ... marlins manager mike redmond said of giancarlo stanton (right hamstring strain ) continues hitting and has incorporated light running into his rehab program. ... miami 1b logan morrison (right knee inflammation) is joining double-a jacksonville after playing for class a jupiter. marlins inf donovan solano (left intercostal strain) is scheduled to start batting practice tuesday. ... rays manager joe maddon dropped leadoff hitter desmond jennings to seventh to ""get his plate discipline back."" ... the marlins put rhp alex sanabia (right groin) on the 15-day disabled list and recalled lhp dan jennings from triple-a new orleans.",161
