id,text
4071,"question : what is this document about? 
 answer : sports 
 context : trojans protect ranking . southern california makes a statement with a dominating victory over arizona state on saturday 
"
870,"question : what is this document about? 
 answer : politics 
 context : four suicides linked to child porn probe . ap the government will press on with a child pornography crackdown despite the suicides of four people being investigated in the operation an official said saturday 
"
920,"question : what is this document about? 
 answer : technology 
 context : ibm honda deliver navigation system . ibm and honda have jointly developed a and natural sounding system that will be offered as standard equipment on the acura rl 
"
3423,"question : what is this document about? 
 answer : business 
 context : stocks up ford boosts gains . new york blue chips advanced on friday after ford motor raised its earnings forecasts while wireless technology provider qualcomm checked gains on nasdaq after saying an accounting review may reduce pretax income 
"
909,"question : what is this document about? 
 answer : business 
 context : union sets up database to track job outsourcing . the cranked up its campaign to stop the export of us jobs yesterday by launching a new database designed to track companies that outsource jobs overseas 
"
4884,"question : what is this document about? 
 answer : technology 
 context : new mydoom worm exploits ie flaw . a new variant of the mydoom worm that exploits an unpatched flaw in microsoft internet explorer browser is in the wild and posing particular risk to home and small business users security experts warn 
"
4079,"question : what is this document about? 
 answer : technology 
 context : fbi makes roundup . washington the fbi seized computers software and equipment including items at a home in bellaire as part of an investigation into illegal sharing of copyright movies music and games over an internet network attorney 
"
3878,"question : what is this document about? 
 answer : sports 
 context : jenson vows he can thrive at bar . in a remarkable and predictable of tune jenson button says he can thrive at bar next season . having signed a contract with williams for the next two seasons because he believed they offered 
"
3893,"question : what is this document about? 
 answer : technology 
 context : virus variant targets google . a new variant of the zafi virus attacks google microsoft and the hungarian prime minister 
"
3358,"question : what is this document about? 
 answer : sports 
 context : warner moving again . veteran quarterback kurt warner continues to feel like he has good football left to play but his next chance may have to come outside of the giants organization 
"
1380,"question : what is this document about? 
 answer : business 
 context : a hot prospect for hidden gems . though i spent a good portion of my life living in the southeast i didn stumble upon hibbett sporting goods in real life 
"
3472,"question : what is this document about? 
 answer : technology 
 context : google opens office in microsofts backyard . reuters google has opened an office just down the road from rival microsoft headquarters in seattles suburbs as it seeks to lure local engineering talent the no . search engine company said on wednesday 
"
4062,"question : what is this document about? 
 answer : business 
 context : jobless claims drop despite hurricane . washington the number of people filing claims for jobless insurance fell last week despite continued elevated applications in southeast states struck by a rash of hurricanes the government said on thursday 
"
3329,"question : what is this document about? 
 answer : politics 
 context : kerrys unilateralism . of all the exchanges in the first presidential debate at the university of miami thursday night the one i found most perplexing was over the north korean nuclear issue 
"
