label,text,id
5,"Stopped in here on my way home one day looking for a vaporizer.  The place was clean and well lit, and by the time I started lookinh near the vaporizors some one came over to see if I needed any help. He answered my questions and didn't pressure me or try to upsell me, and steered me away from a couple he didnt think I would enjoy. I'll definitely be back for more hardware if needed!",432258
2,"So I tried Over Easy for a third and final time. It's been a few years..and it's a different location. Annnnd the fianc\u00e9 wanted to try it because he had never been. We both ordered mimosas. I had a pomegranate flavored and he had a Bellini flavored. Both came in glasses filled with ice, which was strange.. and both were soooooo sweet and sugary. They weren't what we expected but they had alcohol in them.. So we drank em. He ordered chicken and waffles and I ordered the Benedict with biscuits and sausage instead of the traditional. His was OK.. The chicken was cooked well but very small portion. Not a lot to it. My dish was not good. The biscuits were stale and crumbly. The sausage was for sure a frozen sausage patty warmed up and the \""Hollandaise\"" sauce had no flavor at all. Also, we were seated by one girl.. Another one took our drink and food order. She never came back to the table. Then, another waiter walked by and asked if we were good... We were but needed a check. So, he went and told our server who brought our check..and never came back. Luckily, we paid with cash and just left.",586984
1,"\""Boo chon to the couchon\""\n\nGood but not amazing. I hate to air some French Laundry here, but to be honest I was not impressed with Mr. Keller's extension into Vegas. I  am worshipper of all thing Keller, but maybe that hype over played what we ate. The ambiance is very Vegas and over the top. But I never go to a place for the ambiance alone. I go there because I am hungry and my taste buds tell me so. Taste buds say - salty with a chance of mediocrity. It was a good steak, and the fries were a highlight and if I could combine Bouchon fries with a double In-and-Out burger, I would call it a day and save the calories on all of the other \""French\"" delectables. But, the food overall was so salty that I felt like a camel that has been wandering the Sahara for months. The veal appetizer with the lentils were amazing! Pate? Salt lick wrapped in bacon and more salt liverishness. The oysters seemed fresh, but maybe the thought of being in the desert and having witnessed first hand what Seattle has to offer, I would save the airline fare and just fly to Seattle and find a place having happy hour by the piers. \n\nSorry, Bouchon is good, but for the amount we spent and the hype. Epic fail.",173305
3,"When in-town for for a short while, I quickly pulled up Room 112, trusting the local Yelpers hoping that I could get some good sushi on the fly. I wasn't let down and had a good time. \n\n- Average wait time\n- Free valet in the front\n- Located within a hotel\n- Prices are reasonable\n\nThe place was a bit hard to find at first since it's within a hotel and I'm not from the area. It took a while to get seated and service was slow but I arrived last minute during prime-time to grab a bite so it was expected. I left with a $50 bill for two people and for the quality was on-point.\n\nAll-in-all I chowed down on five rolls and an order of Sashimi. There were some high and low points with the meal but overall the quality was much higher than I've experienced in the South with Sushi. My wife always plays it safe and her food turned out better because it was more basic so beware. If you like to experiment with new food like I do, you might get something that is lacking.Fancy doesn't mean better.\n\nI ordered a King tuna ($9.95) and Rainbow roll ($8.95) to start. You can;t really go wrong with either because of the amount of fish that's slammed together. The King Tuna had a dabble of sauce on top which was supposed to be all of the flavor you get, but really didn't do much to add to the roll but serve as eye candy.\n\nI followed up with some Smoked salmon sashimi ($4.25) and a Shrimp hand roll ($4.95) which is always a winner as long as the fish is fresh. I would have liked to order some more sashimi since this was so delicious. Fresh salmon just melts on your tongue like butter!\n\nMy wife went for the Crunchy Cali roll ($7.95) and Super Crunchy Roll ($9.95) which are common staples in the American sushi restaurant. There is not much to say here other than you're playing it safe and don't expect and explosion of flavor.\n\nWhen eating at Room 112 you're getting the typical restaurant-in-a-hotel prices in a nice setting with reasonable food and service. If you live in the city or are just dropping by this place is worth a try.",405415
1,"If it was possible to give negative stars this place would definitely be in that category.  This place has gone so far downhill in every category over the past few years it makes me wonder why anyone would stay, play or party here.  Customer service is basically non existent.  Nightlife is horrible.  Daylife, pool parties are a joke.  Ever since that stupid show aired the pool parties are the most least desirable in Vegas.  The rooms are garbage.  AC is horrible.  The drinks are overpriced and so is the food.  If you are planning to stay in Vegas I would highly recommend staying somewhere else.",595362
3,Nothing special. Seems to me this place is popular bc its something diferent in charlotte. I eat a lot of thai and this was not that great.  I had the curry.  The curry had taste but nothing special and the cashews seemed stale.  I wouldnt go back. I make it better at home.,381570
1,"You are probably wondering how I could go from a 5 star rating to a 1 right???\n\nLet me tell you this visit the night before valentines day  is one that definitely will NOT be forgotten and the one place that we thought we had found a hidden gem with amazing deals and awesome happy hour specials has completely diminished into a place we will NEVER go back too.  I cannot tell you how long my boyfriend moaned and complained about how pissed off he was about the service and how they over charged us for things that we never received/ordered.  I understand these people wanted to go home but this was a decent size table making at least $400 in food and drink orders so we were kind of hoping that our service would be at least average, but since gratuity was already added she probably didn't give a rats A** about how well of a job she was doing to say the least.\n\nWith that being said we hoped that something to be on point with service like drinks when we asked for them and not having to ask if we would be receiving them at some point. We also ordered saki bombs and the girl brought out the wrong shot glasses and my boyfriend likes to drop in his bomb doing it the way its supposed to be done.  With the wrong glass and shot glass the beer cup chipped. Not our fault the owner hired a dim wit of a waitress who doesn't pay attention to what people ordered the other girl had to explain what we ordered and how we wanted it(when she wasn't there to take the order to begin with)and it was not that difficult if you take the time to write it down correctly it would make perfect sense.\n\nWhen we tried to explain to the girl that brought out our sushi that we did not get what we asked for and did not want what they brought us the guy behind the sushi bar was yelling in japanese like it was our fault they cannot understand a simple order.\nI hope to god that is not the owner because if it was their business will run itself into a hole real fast.  When I come to think of it every time we have gone the service has never ever been stellar. Maybe average-mediocre at most but well? Never. Since we sat inside for once we thought it might have been even better. Boy was i wrong!! absolutely horrible.  The girls were nice but just insanely stupid....to put it as nice as possible.   \n\n400 dollar table= we expected a mediocre night as far as service and not be completely over charged. 2 people that ordered 4 saki bombs usually is 15 dollars tops(because of the \""amazing\"" happy hour deals. Yesterday was $28. we ordered 3 different sushi plates...so the most it should have been would be 40-50 with tip not 75! NEVER AGAIN RUINED MY DAMN VALENTINES DAY! UGH!!@!! \n\nI hope the owner reads this and hires people who know how to take an order correctly and don't have argumentative sushi chefs.  \n\nWORST NIGHT EVER....I will miss the jalapeno monkey balls but i will not miss the Horrrrrid service. So definitely the worst spot you can go to with more than a couple friends.",390639
2,"This is a small local place has seating for about 38. They have a great selection of beer. They also have two smaller tvs (32\"") and one larger tv (50\""). \n\nI will reiterate that the beer selection is more than reasonable, but that's the only positive I can think of. My wife ordered a mixed drink with a wedge of lime. The lime was brown and smelled horrible. \n\nThe cheese curds were not bad, but they weren't memorable at all. The are lightly battered and served hot with a side of ranch. They are a bit greasy, but again not bad just not good either.  They left me saying, \""meh\"".  \n\nI ordered a chicken sandwich with fries. The chicken appeared to be precooked and frozen and was simply warmed back up. It was served on a kaiser bun, which did have nice flavor. The wilted lettuce took away from it completely though. The plain mayonnaise was needed but it's complete lack of flavor just took away from this already below average sandwich. The French fries were definitely frozen and then deep fried. Another instance of they weren't bad but they weren't good.\n\n\nI don't like giving out poor reviews, but I think people also need to know what to expect. Come here if you want to get a beer and well that's about it.",416244
4,"Hamachi Sashimi - Perfect. Tender. Fresh.\n\nUni Sushi - Very fresh. Not too slimy. Melts in your mouth.\n\nAsakusa Rolls - Spicy tina topped with albacore and scallions, tataki sauce on top - The spice level was good but it was missing that extra kick. The tuna was good..The roll just didn't have anything that stood out.\n\nOsaka Rice - mixture of sushi rice, crab, masago, mayo, sesame oil, and sriracha - Sooooo much yumminess. It's like a comfort food more than anything else. Def try this.\n\nI think it's best to stick with with the fresh sashimi and get some osaka rice to have a good meal.",65211
5,I love this place!\n\nI grew up in southern California and I think I know a little something about mexican food.  This place rocks!  The food is inexpensive and they give you huge portions.  The chips are always fresh and the salsa is great.  The burritoes are big and tasty.  I wish I could live in San Diego and eat here every day.  I lived in Henderson for 8 months and I was a regular here.  This is a must stop in for me every time I visit Vegas.\n\nYummmy,69740
