id,text
405690,"question : how is the service? 
 answer : bad 
 context : definitely gone downhill since my last visit. enough so for me to finally create a yelp log in and wrote a review. i usually get the southwest chicken salad which is, or was i should say, amazing! they no longer carry it, or several of their other choice selections they once offered, so i settled on an old favorite, the vegetarian greifo. unfortunately, it was lacking toppings since they've changed their ordering/service style, and skimpy on what veggies they did remember to put on. pretty disappointed. hate companies that rely on the gimmick of their name rather than actual product. 
"
394319,"question : how is the service? 
 answer : fine 
 context : good solid panda express.  it is in the meadows mall.  there is never too long of a line.  when i walked up and ordered a panda bowl with vegetables side.  they made the veggies fresh while i waited.  then i added the peppercorn shrimp.  i wish i go more than 6 shrimp with the veggies that come with the peppercorn shrimp, but my whole meal was a total of 270 calories.  it was filling and tasted good.  i enjoyed it.  \n\nwhen i am not on a diet, i enjoy the cream cheese ragoons.  the mall is right across from my work.  i have no complaints about this place. 
"
451311,"question : how is the service? 
 answer : good 
 context : **update**\n\nokay, after staying at the alladin/ planet hollywood i am going to beg ballys to take us back!!!  i went back there my last day and everything was sunshine compared to the other hotel. i will just have to be super sweet and bat my eyelashes and wink at the receptionist (whether guy or girl) and beg for the newer cleaner rooms next time we are there. my guy and i figured that the people at the other hotel are so rude and arent ready to jump to keep you happy because they arent unionized. i am giving this hotel an upgrade to 4 stars. luv ya ballys!!!! ps... they do have comfortable beds & room service is also good. \n\n\nthis is one of the worst hotels. if you are the new side the rooms are a bit better. but still not up to par. we go there at least 3 times a year because of business and it sucks that the organization can only use this place. most of the time the check in people are rude. 
"
522600,"question : how is the service? 
 answer : excellent 
 context : our 1 hour drive to tempe for ncounter was worth every penny.  great value for the $$$.  very inexpensive meals with friendly/helpful staff. 
"
571297,"question : how is the service? 
 answer : excellent 
 context : this buffet is located primely just east of maryland parkway on flamingo. it is newly remodeled and very upscale. the food does not get better for the price (only $12.95 for dinner) and that's not to say anything about the food is below par. it's great! even eating here at the very end of the evening, everything is fresh. the staff is extremely friendly and service is spectacular. i will be coming here over and over and referring my friends and colleagues as well. \n\nthanks for a great meal, lees!\n\np.s. i don't know how the other reviews came to their decision on rating but, i find it very difficult to believe that anyone could leave this place one star. 
"
439534,"question : how is the service? 
 answer : fine 
 context : the donuts here were pretty good.  in the nw there are few options for donuts - so i would say this is the best place for donuts out this way.\n\nthe lady usually throws in a few extra donut holes with a dozen and once through in a few extra donuts!!! that is cool.  all the donuts were good and fresh - except the apple fritters.  very little apple - it was mostly fritter.  also, not a huge selection.  i didn't see any of those french crullers, no chocolate cake donuts either...\n\ni do enoy getting donuts in the old school pink box and i will return specifically for that! 
"
157199,"question : how is the service? 
 answer : excellent 
 context : if you want to go to a clean place: don't come here.\nif you mind seeing fingerprints in your bread: don't come here.\nif you wan't an amazing sandwich filled with pittsburgh history and tastiness: come here.\nif you want a pittsburgh experience: come here.\nif you are watching your weight: don't come here.\n\ni love this place. not healthy in the least, but you get awesome food with friendly people. if you are a tourist, you have to come here. 
"
465000,"question : how is the service? 
 answer : excellent 
 context : got my car wash there today. i've been going for three years now at least once every week, fantastic, best place in town bar none to get your car wash, i strongly recommend 
"
366910,"question : how is the service? 
 answer : bad 
 context : i love casino coffee shops and i love late-night eats, but this place just annoys me. i'm a low-carb eater and it is like pulling teeth to get the kitchen to substitute a veggie or salad for their mounds of mashed potatoes. really? i know starches are cheaper than some greens but come on! a restaurant ought to allow substitutions (even if the customer has to pay a little extra to get what they want). but nope. the food is fine, nothing outstanding but if you are hungry it'll do. the south point's restaurants are not the star of the property. if you can, i'd try to eat elsewhere. 
"
484702,"question : how is the service? 
 answer : awful 
 context : what a difference a day can make!  yesterday my wife and her friends stopped at yoli's for breakfast on the way to the gem stone show in tucson. when she came home and she said we have to go back, that she really had enjoyed her breakfast.  so this morning i agreed to give it a try.  i'm a big fan of locally owned joints and always try to support those verses chain restaurants.   yoli's is off on a little side street in downtown chandler.  it's in a converted little bungalow that features some other little shops in a common courtyard.  when we walked in, 9:30ish, there were some tables available and a waitress walked by and told us to sit wherever we wanted.  around the same time several other couples came in and seated themselves.  customers around us seemed to be enjoying their meals and from what i could see they looked good.  we continued to see wait staff running around but nobody was acknowledging us, they could have said' \""sorry, we'll be with you in a moment\"".  now my wife is getting perturbed, i'm normally the one that says i'm outta here after 10 minutes but today for some reason i was being the voice of reason. finally after 18 minutes the same waitress comes by and asked if we have looked a menu yet, we didn't have any yet, we have no beverages or silverware - nothing!  she comes back with 1 and says that they don't have any extra menus and could we share this one.  still hasn't asked us if we would care to have anything to drink.  after she finished serving the table next to us she then asks if we would like anything to drink, finally!  she comes back with our coffee and waters and she takes our order.  when my wife inquires about the potato choice we are told that they are out of the country potatoes today.  its mid-morning and you are running out of potatoes already?  ok, so we get our ordered placed and start to enjoy our coffee.  in the mean time i'm noticing 2 couples sitting outside and they have been waiting at least 15 minutes and no one is acknowledging them, you can see them looking around to see if they can flag down help.  when they finally wait on them we notice that they are getting their coffee in paper cups.  then we hear another waitress tell the four top next to us that they have run out of coffee cups and hope they don't mind the paper ones.  my wife says they never had to wait the day before, which they had great service and the food was out in descent time.  not so today.  it's now been 40 minutes since we placed our order, the waitress comes out to the table next to use to ask who ordered the steak & peppers skillet, they reply that isn't our order, the waitress turns and looks at us (mind you now, she took our order) and says i wonder who ordered this.  i said that i also ordered the steak & pepper skillet and she says they wrote the wrong table number on the slip.  (it was you honey) she then hands me a menu and ask if i would like to order something else, that they are out of carne asada for that meal.  this tells me that the cooks aren't checking what is being ordered until they are preparing that meal or the waitress is not in tune with the kitchen.  either way that was the final straw for me.  we left and i'm disappointed for them.  you have to take care of your customers in a timely manner.  i could have over looked running out of some of the ingredients but not 40 minutes after you have taken my order.  someday, if you last, i will try you again.  good luck yoli's! 
"
