id,text
77420,"question : how is the service? 
 answer : fine 
 context : it's not often i find myself on murray ave, but i was meeting a friend over at brgr for lunch and took the long way. i was at a red light when i noticed a parking spot near this bakery. not too often you can get a spot on murray right near the place you're going to, so i took it as a sign.\n\ni'd been here before, the first time was late on a sunday afternoon, when i walked in just about everything was sold out, i had my mouth watering for texas toast made with  allegro's 12 grain whole wheat bread. damn like seinfeld, someone ahead of me got the last loaf. i settled for a regular whole wheat. i really enjoyed it. \n\nthis time i was lucky and got the 12 grain i wanted. this bread is pretty amazing with lightly browned smoked tofu, charred arugula, peppered greek olives, and veganaise. no vegan restaurant makes a sandwich like that.(thanks deb! she's my dietician)\n\ni need to get my butt out of bed early one day and get up there when i have the entire bakery at my whim! 
"
336642,"question : how is the service? 
 answer : fine 
 context : i desparately wanted to love this place, after recommendations from the hotel, a bunch of website, open table and yelp...\n\nunfortunately, my husband's fresh fish of the day (halibut).. lacked flavor (even basic salt) and the oomph we hoped to find at a top-rated expensive restaurant. \n\nwe went here for our third anniversary-- and although my cod with porcini was tasty, it was nothing spectacular.\n\ncalimari was also very basic-- but i dont think there is anything you could really do with calamari-- however, i would like to comment that it was not overly chewy and very fresh.... \n\nour service was impeccable and the the ambiance is delightful... but, i dont think i would be back, and if you are into picking a place for its great \""look\"" and nice area, then go...\n\nbut dont expect an amazing culinary experience-- just a decent one...\nbecause it was a good experience, just not the best. 
"
310943,"question : how is the service? 
 answer : good 
 context : thanks guys! u did a great job on the baby shower cake, it came out so pretty. the cake itself was very tasty, everyone loved it. strawberry banana was definitely the best! 
"
400849,"question : how is the service? 
 answer : excellent 
 context : cafe davio...ahhhhhhh.  i have bben delighted to many breakfasts and dinners here.  first breakfast.  it is not fancy but has serveral nice touches and menu items.....it is less expensive and beats out the local south side  competition as well as the national chains.\nnow dinner.  the quality and care that goes into the food is remarkable...and the protions are huge!  the menu has a slight seafood bent to it which is nice because pgh lacks good italian seafood.  the waitstaff is very helpful giving very personal service.   try and you will be raving! 
"
7464,"question : how is the service? 
 answer : good 
 context : very much enjoyed my dinner at carpe diem. \n\ni had a tasty scallop dish albeit a bit small portion wise and two delicious starters - the tuna and calamari. i was happy in the end that i did get appetizers or my meal might have been a bit small. the real stand out was the fresh bread- wow delicious..i literally couldn't stop reaching for another roll - even after i was full! \n\nour server was friendly and attentive- he recommended a nice chardonnay for my dinner and was pleasantly surprised it was in the $8 range.the atmosphere was a little stark- nicer for a quiet date than a girls night. \n\noverall id say bring your wallet- my meal with two drinks and an appetizer was about $60. i would absolutely visit again since everything was really yummy! 
"
234123,"question : how is the service? 
 answer : good 
 context : i am far from expert in this field of  sushi but i've tried a fair amount at a fair number of places, and i thought this was exceptional. i already liked the korean food at the predecessor c j b korean establishment and now i have a new favorite place for sushi as well.  \n\nblack suspended tile ceilings with dark concrete floors, walls of bright green and some modern oriental art in between. slightly spare, clean, modern feel to the place.  men's room was spotlessly clean, modern with up to date fixtures, stocked with all the necessities. \n\nour young server was friendly and attentive and our water glasses never went dry - except when i bumblingly knocked mine over, which was taken in stride by staff, and quickly replaced with a fresh glass. service, from being seated, to order taking, to delivery food, to delivery of the check, involved no undue delays.  in fact, as norm r noted,  service was almost too efficient as servers were anxious to whisk away our plates almost before we cleared them, but i'll take that over that experienced by another reviewer any day.\n\nnow as to the food, excellent in every way.  beautifully presented, multiple distinct flavors. best shumai ever tasted. tongue tantalizing tuna tataki, rich, red, flavorful, and our accidental order, the \""ohya i forgot\"", was a definite \""no regrets\"", the closest thing to a dessert sushi i've ever encountered with its touch of peach.  \n\nand finally, we didn't go away hungry, indeed as one should not from a $65 + tip meal for two, but you need not spend nearly so much.  there are considerably reduced happy hour prices and several \""chef's surprise\"" samplers at under $20. \n\nthe service we received was \""comfortable\"", perhaps more friendly than polished, and that's just fine by me.  i highly recommend with the hope the service you receive is as good as we got, and not the indifference experienced by another recent reviewer below. 
"
617765,"question : how is the service? 
 answer : excellent 
 context : the happy hour is wonderful enjoy the steak and eggs and the shrimp cocktail go for a dollar 99 i'm good to be having dinner at 6 so i'll have to the review later but the food is anything like the happy hour we're going to have a great evening. 
"
11813,"question : how is the service? 
 answer : fine 
 context : i thought this place was pretty average as far as chinese food goes.  decided to try it out because other reviewers mention the plethora of vegetarian options.  on the menu itself there are no more vegetarian options than most chinese places offer.  however, they will vegetarian-ize most of the meat dishes (i got general tso's tofu).\n\nthat said, it was not the greatest tofu i've had--kind of mushy, sauce was a bit watery (...or oily...honestly i couldn't tell which).  it also was not spicy at all.  i'm sure they'll make it spicier if you ask, so if you like your food spicy you should probably request it.  my food tasted alright and was definitely a generous portion, plenty for leftovers.\n\nservice was quick and the place looked clean.  the food was just very...average. 
"
343716,"question : how is the service? 
 answer : bad 
 context : every time someone recommends the place, i cringe, unfortunately in the area, it's about the easiest place to dine, that being said their pizza (the only thing on the menu) is terrible, i truly prefer the crap thy used to serve us in middle school.\n\nmy tip, drink a lot before going so that you don't care about the state of the food 
"
271067,"question : how is the service? 
 answer : excellent 
 context : i drink coffee like it's my job. columbia street roastery is definitely the place to go to buy coffee or espresso beans. not to mention, support local business! \n\nthey carry a variety of flavors, decaf / caf, blends ...and there are quite a few choices when it comes to fair trade or organic.  \n\nlooking for something to do on a saturday? they offer tours of the plant. and complimentary tastes!   \n\nduring the summer months, they have a booth setup at the lincoln square mall's farmers market too. 
"
